Text,API,Time,WER,MER,WIL
Comiendo moscas,sphinx,1.3121998310089111,2.5,1.0,1.0
Comiendo moscas,google,1.5458250045776367,0.0,0.0,0.0
Comiendo moscas,whisper,3.8470618724823,0.5,0.3333333333333333,0.3333333333333333
Comiendo moscas,wit,1.793572187423706,0.0,0.0,0.0
Comiendo moscas,google_cloud,2.1226601600646973,0.0,0.0,0.0
Comiendo moscas,azure,3.326658010482788,0.0,0.0,0.0
Comiendo moscas,houndify,1.887976884841919,1.5,0.75,0.875
Comiendo moscas,voicegain,3.816855192184448,0.0,0.0,0.0
Comiendo moscas,picovoice,0.2132899761199951,2.0,1.0,1.0
Comiendo moscas,openai_whisper,1.6403768062591553,0.0,0.0,0.0
Comiendo moscas,vosk,0.226398229598999,0.0,0.0,0.0
Comiendo moscas,assemblyai,16.0063259601593,0.0,0.0,0.0
Comiendo moscas,aws,14.880182981491089,0.0,0.0,0.0
Comiendo moscas,deepgram,1.5294818878173828,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,sphinx,2.827035903930664,1.2,1.0,1.0
¿Cuál es tu cancion favorita?,google,1.3712341785430908,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,whisper,1.2646830081939695,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,wit,1.8534839153289795,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,google_cloud,1.5705769062042236,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,azure,3.527006149291992,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,houndify,2.0723190307617188,0.4,0.4,0.64
¿Cuál es tu cancion favorita?,voicegain,3.89215898513794,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,picovoice,0.2969288825988769,1.6,1.0,1.0
¿Cuál es tu cancion favorita?,openai_whisper,1.338551044464111,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,vosk,0.2657098770141601,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,assemblyai,16.199047803878784,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,aws,16.75153684616089,0.0,0.0,0.0
¿Cuál es tu cancion favorita?,deepgram,1.6766951084136963,0.0,0.0,0.0
¿Cuál es tu libro favorito?,sphinx,1.853248119354248,1.2,1.0,1.0
¿Cuál es tu libro favorito?,google,1.4026670455932615,0.0,0.0,0.0
¿Cuál es tu libro favorito?,whisper,1.213637113571167,0.0,0.0,0.0
¿Cuál es tu libro favorito?,wit,2.0647401809692383,0.0,0.0,0.0
¿Cuál es tu libro favorito?,google_cloud,1.538689136505127,0.0,0.0,0.0
¿Cuál es tu libro favorito?,azure,2.843208074569702,0.0,0.0,0.0
¿Cuál es tu libro favorito?,houndify,2.171721935272217,0.2,0.2,0.3599999999999999
¿Cuál es tu libro favorito?,voicegain,4.094377040863037,0.0,0.0,0.0
¿Cuál es tu libro favorito?,picovoice,0.4403707981109619,1.0,1.0,1.0
¿Cuál es tu libro favorito?,openai_whisper,1.296558856964111,0.0,0.0,0.0
¿Cuál es tu libro favorito?,vosk,0.4075109958648681,0.0,0.0,0.0
¿Cuál es tu libro favorito?,assemblyai,16.61497974395752,0.0,0.0,0.0
¿Cuál es tu libro favorito?,aws,16.73364806175232,0.0,0.0,0.0
¿Cuál es tu libro favorito?,deepgram,1.9880330562591555,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,sphinx,1.871739149093628,1.6,1.0,1.0
¿Cuál es tu pelicula favorita?,google,1.8213481903076167,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,whisper,1.547563076019287,0.6,0.6,0.8
¿Cuál es tu pelicula favorita?,wit,1.9745447635650637,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,google_cloud,1.549022912979126,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,azure,2.9526500701904297,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,houndify,2.143474817276001,0.2,0.2,0.3599999999999999
¿Cuál es tu pelicula favorita?,voicegain,3.9419798851013184,0.2,0.2,0.1999999999999999
¿Cuál es tu pelicula favorita?,picovoice,0.341379165649414,1.0,1.0,1.0
¿Cuál es tu pelicula favorita?,openai_whisper,1.9106812477111816,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,vosk,0.3077600002288818,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,assemblyai,15.857164144515991,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,aws,16.742326974868774,0.0,0.0,0.0
¿Cuál es tu pelicula favorita?,deepgram,2.196036100387573,0.0,0.0,0.0
¿De donde eres?,sphinx,1.5384128093719482,1.0,1.0,1.0
¿De donde eres?,google,1.0765268802642822,0.0,0.0,0.0
¿De donde eres?,whisper,1.368031024932861,0.3333333333333333,0.3333333333333333,0.5555555555555556
¿De donde eres?,wit,1.9300549030303955,0.0,0.0,0.0
¿De donde eres?,google_cloud,1.0901312828063965,0.0,0.0,0.0
¿De donde eres?,azure,2.596226215362549,0.0,0.0,0.0
¿De donde eres?,houndify,1.6764140129089355,1.6666666666666667,1.0,1.0
¿De donde eres?,voicegain,3.5945990085601807,0.3333333333333333,0.3333333333333333,0.5555555555555556
¿De donde eres?,picovoice,0.1657211780548095,1.6666666666666667,1.0,1.0
¿De donde eres?,openai_whisper,1.560518741607666,0.3333333333333333,0.3333333333333333,0.5555555555555556
¿De donde eres?,vosk,0.2129101753234863,0.6666666666666666,0.6666666666666666,0.8333333333333334
¿De donde eres?,assemblyai,16.18682336807251,0.3333333333333333,0.3333333333333333,0.5555555555555556
¿De donde eres?,aws,18.770221948623657,0.3333333333333333,0.3333333333333333,0.5555555555555556
¿De donde eres?,deepgram,1.3517520427703855,0.0,0.0,0.0
De nada,sphinx,0.981158971786499,1.5,1.0,1.0
De nada,google,1.1374599933624268,0.0,0.0,0.0
De nada,whisper,1.5398359298706057,0.0,0.0,0.0
De nada,wit,1.7085890769958496,0.0,0.0,0.0
De nada,google_cloud,1.0045969486236572,0.0,0.0,0.0
De nada,azure,2.646963834762573,0.0,0.0,0.0
De nada,houndify,1.432976245880127,0.0,0.0,0.0
De nada,voicegain,3.0429351329803467,0.0,0.0,0.0
De nada,picovoice,0.1308889389038086,1.0,1.0,1.0
De nada,openai_whisper,1.3001608848571775,0.0,0.0,0.0
De nada,vosk,0.1346049308776855,0.0,0.0,0.0
De nada,assemblyai,15.827446937561035,0.0,0.0,0.0
De nada,aws,16.55168390274048,0.0,0.0,0.0
De nada,deepgram,1.867058038711548,0.0,0.0,0.0
Disculpa,sphinx,0.8458170890808105,3.0,1.0,1.0
Disculpa,google,1.10172700881958,0.0,0.0,0.0
Disculpa,whisper,1.212040901184082,1.0,1.0,1.0
Disculpa,wit,1.4544720649719238,0.0,0.0,0.0
Disculpa,google_cloud,1.0707881450653076,1.0,1.0,1.0
Disculpa,azure,2.533863067626953,0.0,0.0,0.0
Disculpa,houndify,1.5429949760437012,2.0,1.0,1.0
Disculpa,voicegain,3.184277057647705,1.0,0.5,0.5
Disculpa,picovoice,0.1603410243988037,2.0,1.0,1.0
Disculpa,openai_whisper,1.6087980270385742,0.0,0.0,0.0
Disculpa,vosk,0.1528677940368652,2.0,1.0,1.0
Disculpa,assemblyai,15.801621913909912,0.0,0.0,0.0
Disculpa,aws,15.334614992141724,0.0,0.0,0.0
Disculpa,deepgram,2.281146049499512,1.0,1.0,1.0
¿Dónde está el baño?,sphinx,1.233556032180786,1.25,1.0,1.0
¿Dónde está el baño?,google,1.105436086654663,0.0,0.0,0.0
¿Dónde está el baño?,whisper,1.360029220581055,0.0,0.0,0.0
¿Dónde está el baño?,wit,2.079749822616577,0.0,0.0,0.0
¿Dónde está el baño?,google_cloud,2.113655805587769,0.0,0.0,0.0
¿Dónde está el baño?,azure,3.0609610080718994,0.0,0.0,0.0
¿Dónde está el baño?,houndify,1.624988079071045,0.0,0.0,0.0
¿Dónde está el baño?,voicegain,3.503548145294189,0.0,0.0,0.0
¿Dónde está el baño?,picovoice,0.2430338859558105,1.0,1.0,1.0
¿Dónde está el baño?,openai_whisper,1.605247974395752,0.0,0.0,0.0
¿Dónde está el baño?,vosk,0.2294919490814209,0.25,0.25,0.4375
¿Dónde está el baño?,assemblyai,16.031081199645996,0.0,0.0,0.0
¿Dónde está el baño?,aws,18.56122589111328,0.25,0.25,0.4375
¿Dónde está el baño?,deepgram,1.6371688842773438,0.0,0.0,0.0
¿Dónde vives?,sphinx,0.906285047531128,1.0,1.0,1.0
¿Dónde vives?,google,1.0428798198699951,0.5,0.5,0.75
¿Dónde vives?,whisper,1.459285020828247,0.5,0.5,0.75
¿Dónde vives?,wit,1.8286516666412356,1.0,1.0,1.0
¿Dónde vives?,google_cloud,1.625243902206421,0.0,0.0,0.0
¿Dónde vives?,azure,2.5913689136505127,0.5,0.5,0.75
¿Dónde vives?,houndify,1.5241851806640625,1.5,1.0,1.0
¿Dónde vives?,voicegain,2.8928840160369877,0.5,0.5,0.75
¿Dónde vives?,picovoice,0.1572949886322021,1.0,1.0,1.0
¿Dónde vives?,openai_whisper,1.4692530632019043,0.5,0.5,0.75
¿Dónde vives?,vosk,0.2727770805358886,0.5,0.5,0.75
¿Dónde vives?,assemblyai,16.207670211791992,1.5,1.0,1.0
¿Dónde vives?,aws,16.43143081665039,0.5,0.5,0.75
¿Dónde vives?,deepgram,2.1216068267822266,1.0,1.0,1.0
¿En qué te trabajas?,sphinx,1.5808820724487305,1.25,1.0,1.0
¿En qué te trabajas?,google,1.3419358730316162,0.0,0.0,0.0
¿En qué te trabajas?,whisper,1.6122169494628906,0.75,0.75,0.9166666666666666
¿En qué te trabajas?,wit,2.9138808250427246,0.0,0.0,0.0
¿En qué te trabajas?,google_cloud,1.945240020751953,0.75,0.75,0.9375
¿En qué te trabajas?,azure,3.17341685295105,0.0,0.0,0.0
¿En qué te trabajas?,houndify,1.8606610298156736,1.0,1.0,1.0
¿En qué te trabajas?,voicegain,3.490175008773804,0.0,0.0,0.0
¿En qué te trabajas?,picovoice,0.219383955001831,1.25,1.0,1.0
¿En qué te trabajas?,openai_whisper,1.6281449794769287,0.0,0.0,0.0
¿En qué te trabajas?,vosk,0.2936320304870605,0.25,0.25,0.25
¿En qué te trabajas?,assemblyai,16.33470892906189,0.0,0.0,0.0
¿En qué te trabajas?,aws,16.189534902572632,0.5,0.5,0.6666666666666667
¿En qué te trabajas?,deepgram,1.732701063156128,0.0,0.0,0.0
¿Es esto correcto?,sphinx,1.7086379528045654,1.3333333333333333,1.0,1.0
¿Es esto correcto?,google,1.2985961437225342,0.0,0.0,0.0
¿Es esto correcto?,whisper,1.3170108795166016,0.0,0.0,0.0
¿Es esto correcto?,wit,1.893531322479248,0.0,0.0,0.0
¿Es esto correcto?,google_cloud,2.021883726119995,0.0,0.0,0.0
¿Es esto correcto?,azure,2.6963040828704834,0.0,0.0,0.0
¿Es esto correcto?,houndify,1.7432129383087158,0.0,0.0,0.0
¿Es esto correcto?,voicegain,3.332688093185425,0.6666666666666666,0.6666666666666666,0.8333333333333334
¿Es esto correcto?,picovoice,0.2895228862762451,0.6666666666666666,0.6666666666666666,0.8888888888888888
¿Es esto correcto?,openai_whisper,1.4781379699707031,0.0,0.0,0.0
¿Es esto correcto?,vosk,0.3248209953308105,0.0,0.0,0.0
¿Es esto correcto?,assemblyai,16.66861319541931,0.0,0.0,0.0
¿Es esto correcto?,aws,18.145913124084476,0.6666666666666666,0.5,0.6666666666666667
¿Es esto correcto?,deepgram,1.7689321041107178,0.0,0.0,0.0
¿Estas lista?,sphinx,1.128089189529419,1.5,1.0,1.0
¿Estas lista?,google,0.9138050079345704,0.0,0.0,0.0
¿Estas lista?,whisper,1.2389979362487793,0.0,0.0,0.0
¿Estas lista?,wit,1.0616707801818848,0.0,0.0,0.0
¿Estas lista?,google_cloud,2.055294752120972,0.5,0.5,0.75
¿Estas lista?,azure,2.7513341903686523,0.0,0.0,0.0
¿Estas lista?,houndify,1.685432195663452,0.0,0.0,0.0
¿Estas lista?,voicegain,3.3507299423217773,0.0,0.0,0.0
¿Estas lista?,picovoice,0.2499849796295166,1.5,1.0,1.0
¿Estas lista?,openai_whisper,1.4963436126708984,0.0,0.0,0.0
¿Estas lista?,vosk,0.1976909637451172,0.0,0.0,0.0
¿Estas lista?,assemblyai,19.894038915634155,0.0,0.0,0.0
¿Estas lista?,aws,15.19450306892395,0.0,0.0,0.0
¿Estas lista?,deepgram,1.7286620140075684,0.0,0.0,0.0
¿Estas listo?,sphinx,1.436513900756836,2.0,1.0,1.0
¿Estas listo?,google,1.3108758926391602,0.0,0.0,0.0
¿Estas listo?,whisper,1.2311460971832275,0.0,0.0,0.0
¿Estas listo?,wit,1.9416179656982424,0.0,0.0,0.0
¿Estas listo?,google_cloud,1.9458138942718504,0.0,0.0,0.0
¿Estas listo?,azure,2.7762339115142822,0.0,0.0,0.0
¿Estas listo?,houndify,1.6026830673217771,1.0,1.0,1.0
¿Estas listo?,voicegain,3.310368061065674,0.5,0.3333333333333333,0.3333333333333333
¿Estas listo?,picovoice,0.2395858764648437,1.5,1.0,1.0
¿Estas listo?,openai_whisper,2.0741078853607178,0.0,0.0,0.0
¿Estas listo?,vosk,0.2713270187377929,0.0,0.0,0.0
¿Estas listo?,assemblyai,17.575666904449463,0.0,0.0,0.0
¿Estas listo?,aws,17.385020971298218,0.0,0.0,0.0
¿Estas listo?,deepgram,1.86334490776062,0.0,0.0,0.0
¿Estoy perdido?,sphinx,1.502119779586792,2.5,1.0,1.0
¿Estoy perdido?,google,1.4378859996795654,0.0,0.0,0.0
¿Estoy perdido?,whisper,1.3063418865203855,1.0,0.6666666666666666,0.8333333333333334
¿Estoy perdido?,wit,2.17908787727356,0.0,0.0,0.0
¿Estoy perdido?,google_cloud,6.244605779647827,0.0,0.0,0.0
¿Estoy perdido?,azure,3.3046979904174805,0.0,0.0,0.0
¿Estoy perdido?,houndify,1.748138189315796,0.0,0.0,0.0
¿Estoy perdido?,voicegain,3.239686250686645,0.5,0.3333333333333333,0.3333333333333333
¿Estoy perdido?,picovoice,0.3784177303314209,0.0,0.0,0.0
¿Estoy perdido?,openai_whisper,1.899397134780884,0.0,0.0,0.0
¿Estoy perdido?,vosk,0.1936979293823242,0.0,0.0,0.0
¿Estoy perdido?,assemblyai,16.109698057174683,0.0,0.0,0.0
¿Estoy perdido?,aws,16.489580154418945,0.0,0.0,0.0
¿Estoy perdido?,deepgram,1.3746721744537354,0.0,0.0,0.0
¿Cómo te llamas?,sphinx,1.4649670124053955,1.6666666666666667,1.0,1.0
¿Cómo te llamas?,google,1.276520013809204,0.0,0.0,0.0
¿Cómo te llamas?,whisper,3.404646873474121,0.0,0.0,0.0
¿Cómo te llamas?,wit,1.6528592109680176,0.0,0.0,0.0
¿Cómo te llamas?,google_cloud,1.6308190822601318,0.0,0.0,0.0
¿Cómo te llamas?,azure,2.839905977249145,0.0,0.0,0.0
¿Cómo te llamas?,houndify,1.5166139602661133,0.0,0.0,0.0
¿Cómo te llamas?,voicegain,3.401762008666992,0.0,0.0,0.0
¿Cómo te llamas?,picovoice,0.1758472919464111,1.0,1.0,1.0
¿Cómo te llamas?,openai_whisper,1.564689874649048,0.0,0.0,0.0
¿Cómo te llamas?,vosk,0.2480940818786621,0.0,0.0,0.0
¿Cómo te llamas?,assemblyai,18.90546488761902,0.0,0.0,0.0
¿Cómo te llamas?,aws,17.261343955993652,0.0,0.0,0.0
¿Cómo te llamas?,deepgram,1.780156135559082,0.0,0.0,0.0
¿Cómo estás?,sphinx,3.737989902496338,2.0,1.0,1.0
¿Cómo estás?,google,1.7546072006225586,0.0,0.0,0.0
¿Cómo estás?,whisper,1.1104629039764404,1.0,0.6666666666666666,0.8333333333333334
¿Cómo estás?,wit,12.541559219360352,0.0,0.0,0.0
¿Cómo estás?,google_cloud,2.5615692138671875,0.0,0.0,0.0
¿Cómo estás?,azure,3.4805800914764404,0.5,0.3333333333333333,0.3333333333333333
¿Cómo estás?,houndify,2.146847009658813,0.0,0.0,0.0
¿Cómo estás?,voicegain,4.029283761978149,0.0,0.0,0.0
¿Cómo estás?,picovoice,0.5270218849182129,1.0,1.0,1.0
¿Cómo estás?,openai_whisper,0.982882022857666,0.0,0.0,0.0
¿Cómo estás?,vosk,0.2402319908142089,0.0,0.0,0.0
¿Cómo estás?,assemblyai,17.14104390144348,0.0,0.0,0.0
¿Cómo estás?,aws,19.32634210586548,0.0,0.0,0.0
¿Cómo estás?,deepgram,1.3861229419708252,0.0,0.0,0.0
A dónde vas,sphinx,1.1150071620941162,1.3333333333333333,1.0,1.0
A dónde vas,google,1.2416319847106934,0.0,0.0,0.0
A dónde vas,whisper,1.2069642543792725,0.6666666666666666,0.6666666666666666,0.8333333333333334
A dónde vas,wit,2.8521969318389893,0.0,0.0,0.0
A dónde vas,google_cloud,1.2288451194763184,0.6666666666666666,0.6666666666666666,0.8333333333333334
A dónde vas,azure,2.763909816741944,0.0,0.0,0.0
A dónde vas,houndify,1.609001874923706,1.0,1.0,1.0
A dónde vas,voicegain,3.407090902328491,0.0,0.0,0.0
A dónde vas,picovoice,0.1581819057464599,1.3333333333333333,1.0,1.0
A dónde vas,openai_whisper,0.7767999172210693,0.6666666666666666,0.6666666666666666,0.8333333333333334
A dónde vas,vosk,0.134321928024292,0.6666666666666666,0.6666666666666666,0.8333333333333334
A dónde vas,assemblyai,16.509886026382446,0.0,0.0,0.0
A dónde vas,aws,18.164618015289307,0.0,0.0,0.0
A dónde vas,deepgram,1.8902482986450195,0.0,0.0,0.0
Alto,sphinx,1.9025368690490725,1.0,1.0,1.0
Alto,google,1.1368210315704346,0.0,0.0,0.0
Alto,whisper,1.6989779472351074,0.0,0.0,0.0
Alto,wit,1.811584949493408,1.0,1.0,1.0
Alto,google_cloud,1.7418811321258545,1.0,1.0,1.0
Alto,azure,3.055799961090088,0.0,0.0,0.0
Alto,houndify,1.4491000175476074,1.0,1.0,1.0
Alto,voicegain,3.070788145065308,0.0,0.0,0.0
Alto,picovoice,0.1204679012298584,1.0,1.0,1.0
Alto,openai_whisper,13.01230001449585,0.0,0.0,0.0
Alto,vosk,0.1203510761260986,0.0,0.0,0.0
Alto,assemblyai,17.47434687614441,0.0,0.0,0.0
Alto,aws,15.343178987503052,0.0,0.0,0.0
Alto,deepgram,1.6729929447174072,1.0,1.0,1.0
¿A qué hora es?,sphinx,1.7323849201202393,1.0,1.0,1.0
¿A qué hora es?,google,1.1402161121368408,0.0,0.0,0.0
¿A qué hora es?,whisper,1.2535018920898438,0.25,0.25,0.4375
¿A qué hora es?,wit,1.869217157363892,0.0,0.0,0.0
¿A qué hora es?,google_cloud,2.048411130905152,1.0,1.0,1.0
¿A qué hora es?,azure,3.2768871784210205,0.0,0.0,0.0
¿A qué hora es?,houndify,2.0646259784698486,1.0,1.0,1.0
¿A qué hora es?,voicegain,3.157089948654175,0.25,0.2,0.1999999999999999
¿A qué hora es?,picovoice,0.2871429920196533,1.0,1.0,1.0
¿A qué hora es?,openai_whisper,3.91121506690979,0.0,0.0,0.0
¿A qué hora es?,vosk,0.1744661331176757,0.0,0.0,0.0
¿A qué hora es?,assemblyai,18.435697078704838,0.0,0.0,0.0
¿A qué hora es?,aws,16.164397954940796,0.0,0.0,0.0
¿A qué hora es?,deepgram,2.2134251594543457,0.0,0.0,0.0
Bien hecho,sphinx,1.489398956298828,2.0,1.0,1.0
Bien hecho,google,1.2275190353393557,1.0,1.0,1.0
Bien hecho,whisper,3.24585509300232,3.0,1.0,1.0
Bien hecho,wit,2.052999973297119,0.0,0.0,0.0
Bien hecho,google_cloud,1.9473826885223389,0.0,0.0,0.0
Bien hecho,azure,9.010291814804075,0.0,0.0,0.0
Bien hecho,houndify,1.7409279346466064,1.5,1.0,1.0
Bien hecho,voicegain,3.069254875183105,1.5,1.0,1.0
Bien hecho,picovoice,0.1888899803161621,1.0,1.0,1.0
Bien hecho,openai_whisper,2.057447910308838,1.0,1.0,1.0
Bien hecho,vosk,0.2694337368011474,0.5,0.5,0.75
Bien hecho,assemblyai,16.54732608795166,1.0,1.0,1.0
Bien hecho,aws,14.806334018707275,1.0,0.6666666666666666,0.8333333333333334
Bien hecho,deepgram,1.5634770393371582,1.0,1.0,1.0
Bienvenido,sphinx,0.8120510578155518,3.0,1.0,1.0
Bienvenido,google,1.2195820808410645,0.0,0.0,0.0
Bienvenido,whisper,1.440505027770996,0.0,0.0,0.0
Bienvenido,wit,1.8587908744812007,0.0,0.0,0.0
Bienvenido,google_cloud,1.840721845626831,0.0,0.0,0.0
Bienvenido,azure,2.692906856536865,0.0,0.0,0.0
Bienvenido,houndify,1.7128136157989502,4.0,1.0,1.0
Bienvenido,voicegain,3.308839797973633,0.0,0.0,0.0
Bienvenido,picovoice,0.1617252826690673,3.0,1.0,1.0
Bienvenido,openai_whisper,1.411787033081055,0.0,0.0,0.0
Bienvenido,vosk,0.2166881561279297,2.0,1.0,1.0
Bienvenido,assemblyai,16.83235502243042,2.0,1.0,1.0
Bienvenido,aws,16.91959309577942,3.0,1.0,1.0
Bienvenido,deepgram,2.4967527389526367,1.0,1.0,1.0
Buena onda,sphinx,1.1249191761016846,1.5,1.0,1.0
